Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer
NBA 2K7,PS3,2006,Sports,Take-Two Interactive,0.3,0.04,0,0.03,0.37,80,20,7.4,8,Visual Concepts
Kileak: The DNA Imperative,PS,1994,Shooter,Sony Computer Entertainment,0.08,0.06,0.21,0.02,0.37,68.96767851,26.36082094,7.2,162.22,
Petz: Catz 2,PS2,2006,Simulation,Ubisoft,0.18,0.14,0,0.05,0.37,68.96767851,26.36082094,7.5,162.22,Ubisoft
Just Dance 4,WiiU,2012,Misc,Ubisoft,0.21,0.13,0,0.03,0.37,66,14,7.8,37,Ubisoft Paris
Phantasy Star Portable 2: Infinity,PSP,2011,Role-Playing,Sega,0,0,0.37,0,0.37,68.96767851,26.36082094,7.2,162.22,
"Monsters, Inc. Scream Arena",GC,2002,Platform,THQ,0.29,0.07,0,0.01,0.37,39,7,4.7,14,Radical Entertainment
Reel Fishing III,PS2,2003,Sports,Natsume,0.18,0.14,0,0.05,0.37,68.96767851,26.36082094,7.8,19,Open Sesame
Cabela's Deer Hunt 2005 Season,PS2,2004,Sports,Activision,0.18,0.14,0,0.05,0.37,68.96767851,26.36082094,8.7,15,Sand Grain Studios
Monster Jam: Path of Destruction,DS,2010,Racing,Activision,0.34,0,0,0.03,0.37,68.96767851,26.36082094,7.5,162.22,Virtuos
Need for Speed: Hot Pursuit,PC,2010,Racing,Electronic Arts,0.12,0.2,0,0.05,0.37,86,14,6.7,556,Criterion Games
Rampage: Total Destruction,PS2,2006,Action,Midway Games,0.18,0.14,0,0.05,0.37,51,34,7,15,"Pipeworks Software, Inc."
High Heat Major League Baseball 2003,PS2,2002,Sports,3DO,0.18,0.14,0,0.05,0.37,84,23,7.9,7,3DO
Trivial Pursuit,X360,2009,Misc,Electronic Arts,0.12,0.21,0,0.04,0.37,66,19,6.4,9,EA Bright Light
Super Formation Soccer 94,SNES,1994,Sports,Human Entertainment,0,0,0.37,0,0.37,68.96767851,26.36082094,7.2,162.22,
Kingdom Under Fire: Circle of Doom,X360,2007,Role-Playing,Microsoft Game Studios,0.18,0.12,0.04,0.03,0.37,55,44,5.9,49,Blueside
Panzer Dragoon,SAT,1995,Shooter,Sega,0,0,0.37,0,0.37,68.96767851,26.36082094,7.2,162.22,
Spider-Man: Friend or Foe,PS2,2007,Action,Activision,0.31,0.01,0,0.05,0.37,62,15,8.3,19,Next Level Games
Yarudora Series Vol.1: Double Cast,PS,1998,Adventure,Sony Computer Entertainment,0,0,0.35,0.02,0.37,68.96767851,26.36082094,7.2,162.22,
Rec Room Games,Wii,2009,Sports,Destineer,0.35,0,0,0.03,0.37,68.96767851,26.36082094,7.5,162.22,Arcade Moon
EA Sports MMA,PS3,2010,Fighting,Electronic Arts,0.16,0.14,0.01,0.06,0.37,77,47,6.9,38,EA Tiburon
Guitar Hero On Tour: Modern Hits,DS,2009,Misc,Activision,0.13,0.2,0,0.04,0.37,70,30,6.3,7,Activision
Quake 4,X360,2005,Shooter,Activision,0.32,0.02,0,0.03,0.37,75,52,6.7,80,Raven Software
Tiger Woods PGA Tour 14,PS3,2013,Sports,Electronic Arts,0.16,0.14,0,0.07,0.37,74,28,3.8,26,EA Tiburon
Skate,PS3,2007,Sports,Electronic Arts,0.29,0.04,0,0.03,0.37,85,31,8.2,57,EA Black Box
Cabela's Big Game Hunter 2012,Wii,2011,Sports,Activision,0.33,0.02,0,0.02,0.37,68.96767851,26.36082094,7.5,162.22,Activision
Fushigi no Dungeon: Furai no Shiren 2 - Oni Shuurai! Shiren Shiro!,N64,2000,Role-Playing,ChunSoft,0,0,0.32,0.05,0.37,68.96767851,26.36082094,7.2,162.22,
Turok: Rage Wars,N64,1999,Shooter,Acclaim Entertainment,0.3,0.06,0,0,0.37,68.96767851,26.36082094,7.2,162.22,
Scooby-Doo! Classic Creep Capers,N64,2000,Action,THQ,0.3,0.06,0,0,0.37,68.96767851,26.36082094,7.2,162.22,
Rage,PC,2011,Shooter,Bethesda Softworks,0.14,0.18,0,0.06,0.37,79,32,5.2,1618,id Software
Dragonfire,2600,1981,Action,Imagic,0.35,0.02,0,0,0.37,68.96767851,26.36082094,7.2,162.22,
Custom Robo,GC,2004,Role-Playing,Nintendo,0.29,0.07,0,0.01,0.37,65,31,8.1,27,Noise Inc.
Prince of Persia: The Forgotten Sands,PSP,2010,Action,Ubisoft,0.09,0.18,0.01,0.1,0.37,65,10,7.4,14,Ubisoft Quebec
BioShock The Collection,PS4,2016,Shooter,Take-Two Interactive,0.1,0.19,0.02,0.06,0.37,84,39,8.5,210,2K Games
Theatrhythm Final Fantasy: Curtain Call,3DS,2014,Misc,Square Enix,0.13,0.08,0.15,0.02,0.37,83,52,8.2,66,Indies Zero
DiRT 2,Wii,2009,Racing,Codemasters,0.1,0.22,0,0.04,0.37,51,10,5.5,22,Codemasters
Pac-Man World 2,GC,2002,Action,Nintendo,0.28,0.07,0,0.01,0.37,74,18,8.3,19,Namco
Kotoba no Puzzle: Mojipittan DS,DS,2007,Puzzle,Namco Bandai Games,0,0,0.37,0,0.37,68.96767851,26.36082094,7.2,162.22,
Tomb Raider: Legend,X360,2006,Action,Eidos Interactive,0.27,0.07,0.01,0.03,0.37,80,54,7.3,84,Crystal Dynamics
Rocket League,PS4,2016,Sports,505 Games,0.03,0.28,0,0.05,0.37,85,50,8.7,1290,Psyonix
The BIGS,Wii,2007,Sports,Take-Two Interactive,0.34,0,0,0.03,0.37,66,15,7.1,14,Blue Castle Games
Barbie Horse Adventures: Blue Ribbon Race,GBA,2003,Sports,Knowledge Adventure,0.26,0.1,0,0.01,0.37,68.96767851,26.36082094,7.2,162.22,
Destiny: The Taken King,PS3,2015,Shooter,Activision,0.17,0.11,0.02,0.06,0.37,68.96767851,26.36082094,5.5,81,Bungie
Skylanders: SuperChargers,PS3,2015,Action,Activision,0.16,0.15,0,0.06,0.37,68.96767851,26.36082094,4.2,6,Vicarious Visions
The Legend of Spyro: A New Beginning,DS,2006,Platform,Vivendi Games,0.33,0.01,0,0.03,0.37,68,10,6.8,8,Amaze Entertainment
Imagine: Salon Stylist,DS,2009,Simulation,Ubisoft,0.23,0.1,0,0.03,0.37,68.96767851,26.36082094,7.5,162.22,Playbox Limited
Juiced 2: Hot Import Nights,PSP,2007,Racing,THQ,0.06,0.2,0,0.11,0.37,73,6,7.8,11,Juice Games
Slime MoriMori Dragon Quest: Shougeki No Shippo Dan,GBA,2003,Adventure,Square Enix,0,0,0.36,0.01,0.37,68.96767851,26.36082094,7.2,162.22,
Dungeon Siege III,X360,2011,Role-Playing,Square Enix,0.21,0.12,0.01,0.03,0.37,72,55,5.9,102,Obsidian Entertainment
Hell's Kitchen: The Game,DS,2008,Simulation,Ubisoft,0.34,0,0,0.03,0.37,68.96767851,26.36082094,7.2,162.22,
DiRT Rally,PS4,2016,Racing,Codemasters,0.04,0.27,0,0.05,0.37,85,46,8.1,196,Codemasters
NFL Street 2 Unleashed,PSP,2005,Sports,Electronic Arts,0.34,0,0,0.03,0.37,73,23,7.4,14,EA Tiburon
Super Robot Taisen EX,SNES,1994,Strategy,Banpresto,0,0,0.37,0,0.37,68.96767851,26.36082094,7.2,162.22,
FIFA Street 2,PS2,2006,Sports,Electronic Arts,0.17,0.13,0.02,0.04,0.37,59,27,7.7,42,EA Canada
Virtua Tennis 2009,Wii,2009,Sports,Sega,0.12,0.21,0,0.04,0.37,73,33,7.7,21,Sumo Digital
Overlord: Dark Legend,Wii,2009,Action,Codemasters,0.11,0.22,0,0.04,0.37,68,30,7.9,15,Climax Group
Bottom of the 9th,N64,1999,Sports,Konami Digital Entertainment,0.37,0,0,0,0.37,68.96767851,26.36082094,7.2,162.22,
The Legend of Spyro: The Eternal Night,DS,2007,Platform,Vivendi Games,0.32,0.02,0,0.03,0.37,56,4,2.7,6,Amaze Entertainment
Shin Megami Tensei II,SNES,1994,Role-Playing,Atlus,0,0,0.37,0,0.37,68.96767851,26.36082094,7.2,162.22,
Harry Potter and the Order of the Phoenix,PSP,2007,Action,Electronic Arts,0.1,0.17,0,0.1,0.37,52,11,7.6,20,EA Games
Wanted: Weapons of Fate,X360,2009,Shooter,Warner Bros. Interactive Entertainment,0.17,0.15,0,0.04,0.37,62,61,7.5,26,GRIN
Xenosaga Episode III: Also sprach Zarathustra,PS2,2006,Role-Playing,Namco Bandai Games,0.09,0.07,0.18,0.02,0.37,81,34,9,59,Monolith Soft
Skylanders: Trap Team,XOne,2014,Action,Activision,0.26,0.07,0,0.04,0.37,68.96767851,26.36082094,7.2,162.22,
Rune Factory: Frontier,Wii,2008,Role-Playing,Rising Star Games,0.16,0.13,0.04,0.03,0.37,79,34,8.5,39,Neverland
Virtua Fighter 3tb,DC,1998,Fighting,Sega,0,0,0.37,0,0.37,68.96767851,26.36082094,7.2,162.22,
Medieval II: Total War Gold Edition,PC,2008,Strategy,Sega,0,0.34,0,0.03,0.37,68.96767851,26.36082094,8,9,Sega
Mini Ninjas,Wii,2009,Action,Eidos Interactive,0.16,0.16,0,0.04,0.37,79,9,8.3,12,Io Interactive
Naruto Shippuden: Ninja Destiny 2,DS,2008,Fighting,Takara Tomy,0.19,0.02,0.13,0.02,0.37,55,12,5.7,11,Takara Tomy
Mini-Yonku GB: Let's & Go!!,GB,1997,Strategy,ASCII Entertainment,0,0,0.37,0,0.37,68.96767851,26.36082094,7.2,162.22,
Scribblenauts: Unlimited,WiiU,2012,Action,Warner Bros. Interactive Entertainment,0.25,0.09,0,0.03,0.37,73,42,7.4,109,5TH Cell
The House of the Dead: Overkill - Extended Cut,PS3,2011,Shooter,Sega,0.15,0.16,0,0.06,0.37,68.96767851,26.36082094,7.2,162.22,
Marvel: Ultimate Alliance,PSP,2006,Role-Playing,Activision,0.33,0,0,0.03,0.37,81,19,7.5,14,Vicarious Visions
The Sims 2: Castaway,PS2,2007,Simulation,Electronic Arts,0.3,0.01,0,0.05,0.37,71,17,8,15,EA Redwood Shores
NCAA Football 07,PSP,2006,Sports,Electronic Arts,0.34,0,0,0.03,0.37,75,16,7.9,11,EA Sports
Batman: Arkham City,WiiU,2012,Action,Warner Bros. Interactive Entertainment,0.16,0.18,0,0.03,0.36,68.96767851,26.36082094,7.2,162.22,
NBA Live 2003,XB,,Sports,Electronic Arts,0.31,0.04,0,0.01,0.36,82,17,8.8,6,EA Canada
Fragile Dreams: Farewell Ruins of the Moon,Wii,2009,Role-Playing,Rising Star Games,0.16,0.12,0.06,0.03,0.36,67,41,8.3,63,Tri-Crescendo
GoldenEye: Rogue Agent,GC,2004,Shooter,Electronic Arts,0.28,0.07,0,0.01,0.36,60,35,6.7,14,EA LA
Need for Speed: The Run,PC,2011,Action,Electronic Arts,0.09,0.21,0,0.07,0.36,69,18,5.8,338,Black Box
Zero4 Champ RR,SNES,1994,Sports,Media Rings,0,0,0.36,0,0.36,68.96767851,26.36082094,7.2,162.22,
Dragon Ball Z: Infinite World,PS2,2008,Fighting,Namco Bandai Games,0.08,0.06,0.21,0.02,0.36,48,17,7.9,37,Dimps Corporation
Elite Beat Agents,DS,2006,Misc,Nintendo,0.3,0.03,0,0.03,0.36,87,51,8.6,105,iNiS
Nonomura Byoin no Hitobito,SAT,1996,Adventure,Elf,0,0,0.36,0,0.36,68.96767851,26.36082094,7.2,162.22,
ESPN X Games Skateboarding,PS2,2001,Sports,Konami Digital Entertainment,0.18,0.14,0,0.05,0.36,58,15,7.8,14,KCEO
Sid Meier's Civilization: Beyond Earth,PC,2014,Strategy,Take-Two Interactive,0.11,0.22,0,0.03,0.36,81,78,5.5,1027,Firaxis Games
NHL 15,PS3,2014,Sports,Electronic Arts,0.21,0.09,0,0.06,0.36,68.96767851,26.36082094,1.6,45,EA Sports
Castlevania: Order of Ecclesia,DS,2008,Platform,Konami Digital Entertainment,0.27,0.02,0.04,0.03,0.36,85,46,8.7,111,Konami
Build-A-Bear Workshop: A Friend Fur All Seasons,Wii,2008,Simulation,Game Factory,0.33,0,0,0.03,0.36,68.96767851,26.36082094,7.5,162.22,Neko Entertainment
Dreamworks Madagascar Kartz,DS,2009,Racing,Activision,0.25,0.08,0,0.03,0.36,68.96767851,26.36082094,7.5,162.22,Virtuos
Left 4 Dead 2,PC,2009,Shooter,Valve Software,0,0.32,0,0.04,0.36,89,55,8.5,2530,Valve Software
Green Day: Rock Band,Wii,2010,Misc,MTV Games,0.22,0.11,0,0.03,0.36,76,12,8.8,11,Harmonix Music Systems
"999: Nine Hours, Nine Persons, Nine Doors",DS,2009,Adventure,ChunSoft,0.31,0,0.03,0.02,0.36,68.96767851,26.36082094,7.2,162.22,
Super Fire ProWrestling Special,SNES,1994,Fighting,Human Entertainment,0,0,0.36,0,0.36,68.96767851,26.36082094,7.2,162.22,
Star Fox: Zero,WiiU,2016,Shooter,Nintendo,0.17,0.1,0.07,0.03,0.36,69,82,7.4,662,PlatinumGames
SAW,PS3,2009,Action,Konami Digital Entertainment,0.13,0.17,0,0.06,0.36,59,41,6.4,28,Zombie Studios
Yuu Yuu Hakusho,SNES,1993,Fighting,Namco Bandai Games,0,0,0.36,0,0.36,68.96767851,26.36082094,7.2,162.22,
Tom Clancy's HAWX 2,X360,2010,Action,Ubisoft,0.24,0.09,0.01,0.03,0.36,68,57,6.3,29,Ubisoft
Kamaitachi no Yoru 2,PS2,2002,Adventure,ChunSoft,0,0,0.36,0,0.36,68.96767851,26.36082094,7.2,162.22,
High Heat Major League Baseball 2004,PS2,2003,Sports,3DO,0.18,0.14,0,0.05,0.36,83,17,8.1,12,3DO
Robots,PS2,2005,Action,Vivendi Games,0.18,0.14,0,0.05,0.36,53,6,6,8,Eurocom Entertainment Software
NARC,PS2,2005,Shooter,Midway Games,0.18,0.14,0,0.05,0.36,50,24,7,21,Point of View
One Piece: Gigant Battle!,DS,2010,Fighting,Namco Bandai Games,0,0,0.36,0,0.36,68.96767851,26.36082094,7.2,162.22,
Dragon Ball Z: Attack of the Saiyans,DS,2009,Role-Playing,Namco Bandai Games,0.12,0.02,0.21,0.01,0.36,73,21,7.9,24,Monolith Soft
My Horse & Me,DS,2007,Sports,Atari,0.33,0,0,0.03,0.36,68.96767851,26.36082094,7.2,162.22,
Bionic Commando,PS3,2009,Platform,Capcom,0.12,0.17,0.01,0.06,0.36,71,48,7.4,62,GRIN
Monster Rancher 3,PS2,2001,Simulation,Tecmo Koei,0.11,0.09,0.14,0.03,0.36,77,13,8.5,23,Tecmo
The Incredibles: Rise of the Underminer,PS2,2005,Action,THQ,0.18,0.14,0,0.05,0.36,60,12,7.1,8,Heavy Iron Studios
Sword Art Online: Lost Song,PSV,2015,Role-Playing,Namco Bandai Games,0.06,0.04,0.23,0.03,0.36,70,4,7.1,27,"Bandai Namco Games, Artdink"
MechWarrior 2: 31st Century Combat,PS,1997,Simulation,Activision,0.2,0.14,0,0.02,0.36,68.96767851,26.36082094,7.2,162.22,
Zoo Tycoon (2013),XOne,2013,Simulation,Microsoft Game Studios,0.18,0.15,0,0.03,0.36,68.96767851,26.36082094,7.2,162.22,
Hamtaro: Ham-Ham Heartbreak,GBA,2002,Action,Nintendo,0.26,0.1,0,0.01,0.36,72,7,9.3,18,Pax Softonica
Okage: Shadow King,PS2,2001,Role-Playing,Sony Computer Entertainment,0.14,0.11,0.08,0.04,0.36,70,23,8.5,14,Zener Works
Mobile Suit Z-Gundam,PS,1997,Action,Namco Bandai Games,0,0,0.34,0.02,0.36,68.96767851,26.36082094,7.2,162.22,
Cubix Robots for Everyone: Clash 'n' Bash,GBA,,Action,Unknown,0.26,0.1,0,0.01,0.36,68.96767851,26.36082094,7.2,162.22,
BlazBlue: Calamity Trigger,X360,2009,Fighting,PQube,0.21,0.08,0.04,0.03,0.36,86,51,8.5,70,Arc System Works
Kirby's Dream Land 3,SNES,1997,Platform,Nintendo,0,0,0.36,0,0.36,68.96767851,26.36082094,7.2,162.22,
Big Bass World Championship,PS,1997,Sports,Starfish,0.2,0.14,0,0.02,0.36,68.96767851,26.36082094,7.2,162.22,
NFL GameDay 2001,PS2,2000,Sports,Sony Computer Entertainment,0.18,0.14,0,0.05,0.36,51,16,7.5,162.22,SCEA
NBA 2K6,XB,2005,Action,Take-Two Interactive,0.27,0.08,0,0.01,0.36,84,27,8.7,15,Visual Concepts
Saban's Power Rangers: Lightspeed Rescue,N64,2000,Action,THQ,0.29,0.06,0,0,0.36,68.96767851,26.36082094,7.2,162.22,
Tetrisphere,N64,1997,Puzzle,Nintendo,0.29,0.06,0,0,0.36,68.96767851,26.36082094,7.2,162.22,
Jurassic Park,NES,1993,Action,Ocean,0.25,0.1,0,0.01,0.36,68.96767851,26.36082094,7.2,162.22,
Mystical Ninja starring Goemon,N64,1997,Action,Konami Digital Entertainment,0.07,0.02,0.23,0.04,0.36,68.96767851,26.36082094,7.2,162.22,
Marvel Super Hero Squad,Wii,2009,Fighting,THQ,0.3,0.03,0,0.03,0.36,49,16,6.2,14,Blue Tongue Entertainment
The Chronicles of Narnia: Prince Caspian,Wii,2008,Action,Disney Interactive Studios,0.31,0.02,0,0.03,0.36,63,5,7.1,12,Traveller's Tales
World's Scariest Police Chases,PS,2001,Racing,Activision,0.2,0.14,0,0.02,0.36,54,16,6.3,4,UDS
Shaun Palmer's Pro Snowboarder,GBA,2001,Sports,Activision,0.26,0.1,0,0.01,0.36,58,7,7.5,162.22,Natsume
North American Hunting Extravaganza,Wii,2008,Sports,Zushi Games,0.33,0,0,0.03,0.36,68.96767851,26.36082094,7.5,162.22,Arcade Moon
ZhuZhu Pets: Featuring The Wild Bunch,Wii,2010,Simulation,Activision,0.3,0.03,0,0.03,0.36,68.96767851,26.36082094,7.5,162.22,Activision
MechAssault 2: Lone Wolf,XB,2004,Simulation,Microsoft Game Studios,0.27,0.08,0,0.01,0.36,81,66,7.5,23,Day 1 Studios
Valkyrie Profile: Lenneth,PSP,2006,Role-Playing,Square Enix,0.17,0.01,0.16,0.02,0.36,80,39,8.4,57,TOSE
Hamster Club 3,GBA,2002,Simulation,Jorudan,0,0,0.35,0.01,0.36,68.96767851,26.36082094,7.2,162.22,
Breath of Fire II,SNES,1994,Role-Playing,Laguna,0,0,0.36,0,0.36,68.96767851,26.36082094,7.2,162.22,
LEGO Racers,PS,1999,Racing,LEGO Media,0.2,0.14,0,0.02,0.36,68.96767851,26.36082094,7.2,162.22,
Just Dance 2016,PS4,2015,Misc,Ubisoft,0.17,0.13,0,0.06,0.36,73,10,6.8,20,Ubisoft
ESPN NFL Football,XB,2003,Sports,Sega,0.27,0.08,0,0.01,0.36,91,25,8.9,45,Visual Concepts
Naruto: Ultimate Ninja 3 (JP sales),PS2,2005,Fighting,Atari,0,0,0.36,0,0.36,68.96767851,26.36082094,7.2,162.22,
Rapala Pro Fishing,PS2,2004,Sports,Zoo Digital Publishing,0.18,0.14,0,0.05,0.36,59,6,8.7,32,Activision
ATV/Monster Truck Mayhem,DS,2007,Racing,"Destination Software, Inc",0.33,0,0,0.02,0.36,68.96767851,26.36082094,7.2,162.22,
J-League Pro Soccer Club o Tsukurou '04,PS2,2004,Sports,Sega,0,0,0.36,0,0.36,68.96767851,26.36082094,7.2,162.22,
Spider-Man: Shattered Dimensions,X360,2010,Action,Activision,0.24,0.08,0,0.03,0.36,76,68,7.6,96,Beenox
Dai-2-Ji Super Robot Taisen Z Saisei-hen,PSP,2012,Strategy,Namco Bandai Games,0,0,0.36,0,0.36,68.96767851,26.36082094,7.2,162.22,
TMNT,Wii,2007,Action,Ubisoft,0.3,0.03,0,0.03,0.36,60,17,5.9,11,Ubisoft Montreal
Fossil Fighters: Frontier,3DS,2014,Role-Playing,Nintendo,0.08,0.04,0.23,0.01,0.36,57,25,4.8,19,"RED Entertainment, Spike Chunsoft"
Disney's The Haunted Mansion,PS2,2003,Platform,Take-Two Interactive,0.18,0.14,0,0.05,0.36,68.96767851,26.36082094,7.2,162.22,
Arc the Lad: Twilight of the Spirits,PS2,2003,Role-Playing,Sony Computer Entertainment,0.18,0.14,0,0.05,0.36,72,39,8.2,33,Cattle Call
Dance Dance Revolution 3rdMix,PS,2000,Simulation,Konami Digital Entertainment,0,0,0.33,0.02,0.36,68.96767851,26.36082094,7.2,162.22,
Ryu Ga Gotoku Kenzan!,PS3,2008,Adventure,Sega,0,0,0.36,0,0.36,68.96767851,26.36082094,7.2,162.22,
Super Robot Taisen A,GBA,2001,Strategy,Banpresto,0,0,0.35,0.01,0.36,68.96767851,26.36082094,7.2,162.22,
Watch Dogs 2,XOne,2016,Action,Ubisoft,0.17,0.16,0,0.03,0.36,83,9,7.7,131,Ubisoft Montreal
Tiger Woods PGA Tour 09,PSP,2008,Sports,Electronic Arts,0.07,0.18,0,0.1,0.36,53,4,5.5,6,Exient Entertainment
Boxer's Road,PS,1995,Fighting,New,0,0,0.33,0.02,0.36,68.96767851,26.36082094,7.2,162.22,
Frogs And Flies,2600,1981,Action,Mattel Interactive,0.33,0.02,0,0,0.36,68.96767851,26.36082094,7.2,162.22,
Harry Potter and the Chamber of Secrets,XB,2002,Action,Electronic Arts,0.27,0.08,0,0.01,0.36,77,13,7.2,12,Eurocom Entertainment Software
Toriko: Gourmet Survival!,PSP,2011,Role-Playing,Namco Bandai Games,0,0,0.36,0,0.36,68.96767851,26.36082094,7.2,162.22,
South Park Rally,PS,1998,Racing,Acclaim Entertainment,0.2,0.13,0,0.02,0.36,68.96767851,26.36082094,7.2,162.22,
Ganbare Goemon 3: Shishi Jyuurokubei no Karakuri Manji Katame,SNES,1994,Platform,Konami Digital Entertainment,0,0,0.36,0,0.36,68.96767851,26.36082094,7.2,162.22,
Arctic Thunder,PS2,2001,Racing,Midway Games,0.17,0.14,0,0.05,0.36,45,23,5.3,10,Inland Productions
NHL 2K10,PS2,2009,Sports,Take-Two Interactive,0.17,0.14,0,0.05,0.36,68.96767851,26.36082094,8.5,4,Take-Two Interactive
J-League Pro Soccer Club o Tsukurou!,DC,1999,Sports,Sega,0,0,0.36,0,0.36,68.96767851,26.36082094,7.2,162.22,
ESPN: Sports Connection,WiiU,2012,Sports,Ubisoft,0.2,0.12,0,0.03,0.36,31,13,2.7,18,Ubisoft
Digging for Dinosaurs,DS,2010,Action,Scholastic Inc.,0.33,0,0,0.02,0.36,68.96767851,26.36082094,7.5,162.22,CokeM Interactive
Formula 1 Championship Edition,PS,1997,Racing,Psygnosis,0.06,0.04,0.23,0.02,0.36,68.96767851,26.36082094,7.2,162.22,
Shrek,XB,2001,Platform,TDK Mediactive,0.25,0.1,0,0.01,0.36,49,19,5.4,9,Digital Illusions
Dragon's Crown,PSV,2013,Role-Playing,Nippon Ichi Software,0.14,0.05,0.12,0.05,0.35,78,15,8.4,198,Vanillaware
Thief (2014),PS3,2014,Action,Square Enix,0.1,0.17,0.02,0.05,0.35,68.96767851,26.36082094,7.2,162.22,
Blasto,PS,1998,Action,Sony Computer Entertainment,0.2,0.13,0,0.02,0.35,68.96767851,26.36082094,7.2,162.22,
Wipeout 2048,PSV,2012,Racing,Sony Computer Entertainment,0.13,0.17,0,0.05,0.35,79,63,8.2,191,Studio Liverpool
Wonder Pets! Save the Animals!,DS,2008,Adventure,Take-Two Interactive,0.33,0,0,0.02,0.35,68.96767851,26.36082094,7.2,162.22,
Backyard Baseball 2006,GBA,2005,Sports,Atari,0.25,0.09,0,0.01,0.35,68.96767851,26.36082094,7.2,162.22,
Cabela's Outdoor Adventures (2006),PS2,2005,Sports,Zoo Digital Publishing,0.17,0.14,0,0.05,0.35,68.96767851,26.36082094,8.9,17,Sand Grain Studios
Trauma Center: Under the Knife,DS,2005,Simulation,Nintendo,0.3,0.01,0.02,0.03,0.35,81,45,8.7,45,ITL
Press Your Luck 2010 Edition,Wii,2009,Misc,Ubisoft,0.33,0,0,0.03,0.35,68.96767851,26.36082094,7.5,162.22,Ludia Inc.
Nicktoons: Unite!,GC,2005,Adventure,THQ,0.27,0.07,0,0.01,0.35,68.96767851,26.36082094,7.2,162.22,
Farming Simulator 2015,PS4,2015,Simulation,Koch Media,0.1,0.2,0,0.06,0.35,68.96767851,26.36082094,7.2,162.22,
Earth Defense Force 2025,PS3,2013,Shooter,D3Publisher,0.04,0.02,0.27,0.01,0.35,69,28,7.5,52,Sandlot
Middle-Earth: Shadow of Mordor,PC,2014,Action,Warner Bros. Interactive Entertainment,0.12,0.2,0,0.03,0.35,84,17,8,1671,Monolith Productions
Suikoden V,PS2,2006,Role-Playing,Konami Digital Entertainment,0.08,0.06,0.19,0.02,0.35,76,43,7.6,109,Konami
Picross 2,GB,1996,Puzzle,Nintendo,0,0,0.35,0,0.35,68.96767851,26.36082094,7.2,162.22,
SOCOM: Tactical Strike,PSP,2007,Shooter,Sony Computer Entertainment,0.32,0.01,0,0.03,0.35,68.96767851,26.36082094,7.2,162.22,
Farming Simulator 2015,X360,2015,Simulation,Koch Media,0.22,0.11,0,0.03,0.35,68.96767851,26.36082094,7.2,162.22,
Tiger Woods PGA Tour 14,X360,2013,Sports,Electronic Arts,0.21,0.12,0,0.03,0.35,77,28,6.2,26,EA Tiburon
Sentouchu: Densetsu no Shinobi to Survival Battle!,3DS,2013,Action,Namco Bandai Games,0,0,0.35,0,0.35,68.96767851,26.36082094,7.2,162.22,
U-Sing,Wii,2009,Misc,Mindscape,0,0.32,0,0.03,0.35,68.96767851,26.36082094,7.2,162.22,
Outlaw Golf 2,PS2,2004,Sports,Global Star,0.17,0.14,0,0.05,0.35,63,20,7.5,162.22,Hypnotix
Momotarou Dentetsu 12,PS2,2003,Misc,Hudson Soft,0,0,0.35,0,0.35,68.96767851,26.36082094,7.2,162.22,
LocoRoco 2,PSP,2008,Platform,Sony Computer Entertainment,0.21,0.09,0.01,0.04,0.35,85,55,8.4,44,SCE Japan Studio
Football Manager Handheld 2010,PSP,2009,Sports,Sega,0,0.26,0,0.09,0.35,69,10,6.9,7,Sports Interactive
Disney's Tarzan: Return to the Jungle,GBA,2002,Action,Activision,0.25,0.09,0,0.01,0.35,68,8,7.5,162.22,Digital Eclipse
Batman: Rise of Sin Tzu,PS2,2003,Action,Ubisoft,0.17,0.13,0,0.05,0.35,63,21,8.3,14,Ubisoft Montreal
Cabela's Dangerous Hunts,XB,2003,Sports,Zoo Digital Publishing,0.26,0.08,0,0.01,0.35,68.96767851,26.36082094,9.1,22,FUN Labs
AMF Bowling World Lanes,Wii,2008,Sports,Bethesda Softworks,0.33,0,0,0.03,0.35,68.96767851,26.36082094,1.1,10,Vir2L Studios
Kinectimals: Now with Bears!,X360,2011,Misc,Microsoft Game Studios,0.27,0.06,0,0.03,0.35,68.96767851,26.36082094,7.2,162.22,
G-Force,PSP,2009,Action,Electronic Arts,0.24,0.06,0,0.05,0.35,68.96767851,26.36082094,8.8,4,Keen Games
Worms: Open Warfare 2,DS,2007,Strategy,THQ,0.07,0.24,0,0.04,0.35,81,25,9.1,22,"Team 17, Two Tribes"
Jikkyou Powerful Pro Yakyuu 13,PS2,2006,Sports,Konami Digital Entertainment,0,0,0.35,0,0.35,68.96767851,26.36082094,7.2,162.22,
Dark Void,PS3,2010,Action,Capcom,0.18,0.12,0,0.05,0.35,59,50,6,36,Airtight Games
Guitar Hero: Smash Hits,PS3,2009,Misc,Activision,0.2,0.11,0,0.05,0.35,73,34,7.2,9,Beenox
Mega Man X3,SNES,1995,Action,Laguna,0.04,0.01,0.3,0,0.35,68.96767851,26.36082094,7.2,162.22,
Stunt Race FX,SNES,1993,Racing,Nintendo,0,0,0.35,0,0.35,68.96767851,26.36082094,7.2,162.22,
NHL 2K10,Wii,2009,Sports,Take-Two Interactive,0.32,0.01,0,0.03,0.35,79,8,6.8,16,Take-Two Interactive
